,time,low,high,open,close,volume
18815,1564661580,215.46,215.47,215.47,215.47,18.04269493
18814,1564657980,215.46,215.47,215.47,215.47,18.04269493
18813,1564654380,215.46,215.47,215.47,215.47,18.04269493
18812,1564650780,215.46,215.47,215.47,215.47,18.04269493
18811,1564647180,215.46,215.47,215.47,215.47,18.04269493
18810,1564643580,215.46,215.47,215.47,215.47,18.04269493
18809,1564639980,215.46,215.47,215.47,215.47,18.04269493
18808,1564636380,215.46,215.47,215.47,215.47,18.04269493
18807,1564632780,215.46,215.47,215.47,215.47,18.04269493
18806,1564629180,215.46,215.47,215.47,215.47,18.04269493
18805,1564625580,215.46,215.47,215.47,215.47,18.04269493
18804,1564621980,215.46,215.47,215.47,215.47,18.04269493
18803,1564618380,215.46,215.47,215.47,215.47,18.04269493
18802,1564614780,215.46,215.47,215.47,215.47,18.04269493
18801,1564611180,215.46,215.47,215.47,215.47,18.04269493
18800,1564607580,215.46,215.47,215.47,215.47,18.04269493
18799,1564603980,215.46,215.47,215.47,215.47,18.04269493
18798,1564600380,215.46,215.47,215.47,215.47,18.04269493
18797,1564596780,215.46,215.47,215.47,215.47,18.04269493
18796,1564593180,215.46,215.47,215.47,215.47,18.04269493
18795,1564589580,215.46,215.47,215.47,215.47,18.04269493
18794,1564585980,215.46,215.47,215.47,215.47,18.04269493
18793,1564582380,215.46,215.47,215.47,215.47,18.04269493
18792,1564578780,215.46,215.47,215.47,215.47,18.04269493
18791,1564661520,215.46,215.47,215.46,215.46,10.39728129
18790,1564657920,215.46,215.47,215.46,215.46,10.39728129
18789,1564654320,215.46,215.47,215.46,215.46,10.39728129
18788,1564650720,215.46,215.47,215.46,215.46,10.39728129
18787,1564647120,215.46,215.47,215.46,215.46,10.39728129
18786,1564643520,215.46,215.47,215.46,215.46,10.39728129
18785,1564639920,215.46,215.47,215.46,215.46,10.39728129
18784,1564636320,215.46,215.47,215.46,215.46,10.39728129
18783,1564632720,215.46,215.47,215.46,215.46,10.39728129
18782,1564629120,215.46,215.47,215.46,215.46,10.39728129
18781,1564625520,215.46,215.47,215.46,215.46,10.39728129
18780,1564621920,215.46,215.47,215.46,215.46,10.39728129
18779,1564618320,215.46,215.47,215.46,215.46,10.39728129
18778,1564614720,215.46,215.47,215.46,215.46,10.39728129
18777,1564611120,215.46,215.47,215.46,215.46,10.39728129
18776,1564607520,215.46,215.47,215.46,215.46,10.39728129
18775,1564603920,215.46,215.47,215.46,215.46,10.39728129
18774,1564600320,215.46,215.47,215.46,215.46,10.39728129
18773,1564596720,215.46,215.47,215.46,215.46,10.39728129
18772,1564593120,215.46,215.47,215.46,215.46,10.39728129
18771,1564589520,215.46,215.47,215.46,215.46,10.39728129
18770,1564585920,215.46,215.47,215.46,215.46,10.39728129
18769,1564582320,215.46,215.47,215.46,215.46,10.39728129
18768,1564578720,215.46,215.47,215.46,215.46,10.39728129
18767,1564661460,215.4,215.54,215.43,215.47,15.37489353
18766,1564657860,215.4,215.54,215.43,215.47,15.37489353
18765,1564654260,215.4,215.54,215.43,215.47,15.37489353
18764,1564650660,215.4,215.54,215.43,215.47,15.37489353
18763,1564647060,215.4,215.54,215.43,215.47,15.37489353
18762,1564643460,215.4,215.54,215.43,215.47,15.37489353
18761,1564639860,215.4,215.54,215.43,215.47,15.37489353
18760,1564636260,215.4,215.54,215.43,215.47,15.37489353
18759,1564632660,215.4,215.54,215.43,215.47,15.37489353
18758,1564629060,215.4,215.54,215.43,215.47,15.37489353
18757,1564625460,215.4,215.54,215.43,215.47,15.37489353
18756,1564621860,215.4,215.54,215.43,215.47,15.37489353
18755,1564618260,215.4,215.54,215.43,215.47,15.37489353
18754,1564614660,215.4,215.54,215.43,215.47,15.37489353
18753,1564611060,215.4,215.54,215.43,215.47,15.37489353
18752,1564607460,215.4,215.54,215.43,215.47,15.37489353
18751,1564603860,215.4,215.54,215.43,215.47,15.37489353
18750,1564600260,215.4,215.54,215.43,215.47,15.37489353
18749,1564596660,215.4,215.54,215.43,215.47,15.37489353
18748,1564593060,215.4,215.54,215.43,215.47,15.37489353
18747,1564589460,215.4,215.54,215.43,215.47,15.37489353
18746,1564585860,215.4,215.54,215.43,215.47,15.37489353
18745,1564582260,215.4,215.54,215.43,215.47,15.37489353
18744,1564578660,215.4,215.54,215.43,215.47,15.37489353
18743,1564661400,215.33,215.43,215.33,215.42,17.65605949
18742,1564657800,215.33,215.43,215.33,215.42,17.65605949
18741,1564654200,215.33,215.43,215.33,215.42,17.65605949
18740,1564650600,215.33,215.43,215.33,215.42,17.65605949
18739,1564647000,215.33,215.43,215.33,215.42,17.65605949
18738,1564643400,215.33,215.43,215.33,215.42,17.65605949
18737,1564639800,215.33,215.43,215.33,215.42,17.65605949
18736,1564636200,215.33,215.43,215.33,215.42,17.65605949
18735,1564632600,215.33,215.43,215.33,215.42,17.65605949
18734,1564629000,215.33,215.43,215.33,215.42,17.65605949
18733,1564625400,215.33,215.43,215.33,215.42,17.65605949
18732,1564621800,215.33,215.43,215.33,215.42,17.65605949
18731,1564618200,215.33,215.43,215.33,215.42,17.65605949
18730,1564614600,215.33,215.43,215.33,215.42,17.65605949
18729,1564611000,215.33,215.43,215.33,215.42,17.65605949
18728,1564607400,215.33,215.43,215.33,215.42,17.65605949
18727,1564603800,215.33,215.43,215.33,215.42,17.65605949
18726,1564600200,215.33,215.43,215.33,215.42,17.65605949
18725,1564596600,215.33,215.43,215.33,215.42,17.65605949
18724,1564593000,215.33,215.43,215.33,215.42,17.65605949
18723,1564589400,215.33,215.43,215.33,215.42,17.65605949
18722,1564585800,215.33,215.43,215.33,215.42,17.65605949
18721,1564582200,215.33,215.43,215.33,215.42,17.65605949
18720,1564578600,215.33,215.43,215.33,215.42,17.65605949
18719,1564661340,215.33,215.4,215.4,215.33,5.42209581
18718,1564657740,215.33,215.4,215.4,215.33,5.42209581
18717,1564654140,215.33,215.4,215.4,215.33,5.42209581
18716,1564650540,215.33,215.4,215.4,215.33,5.42209581
18715,1564646940,215.33,215.4,215.4,215.33,5.42209581
18714,1564643340,215.33,215.4,215.4,215.33,5.42209581
18713,1564639740,215.33,215.4,215.4,215.33,5.42209581
18712,1564636140,215.33,215.4,215.4,215.33,5.42209581
18711,1564632540,215.33,215.4,215.4,215.33,5.42209581
18710,1564628940,215.33,215.4,215.4,215.33,5.42209581
18709,1564625340,215.33,215.4,215.4,215.33,5.42209581
18708,1564621740,215.33,215.4,215.4,215.33,5.42209581
18707,1564618140,215.33,215.4,215.4,215.33,5.42209581
18706,1564614540,215.33,215.4,215.4,215.33,5.42209581
18705,1564610940,215.33,215.4,215.4,215.33,5.42209581
18704,1564607340,215.33,215.4,215.4,215.33,5.42209581
18703,1564603740,215.33,215.4,215.4,215.33,5.42209581
18702,1564600140,215.33,215.4,215.4,215.33,5.42209581
18701,1564596540,215.33,215.4,215.4,215.33,5.42209581
18700,1564592940,215.33,215.4,215.4,215.33,5.42209581
18699,1564589340,215.33,215.4,215.4,215.33,5.42209581
18698,1564585740,215.33,215.4,215.4,215.33,5.42209581
18697,1564582140,215.33,215.4,215.4,215.33,5.42209581
18696,1564578540,215.33,215.4,215.4,215.33,5.42209581
18695,1564661280,215.16,215.39,215.31,215.39,11.62417211
18694,1564657680,215.16,215.39,215.31,215.39,11.62417211
18693,1564654080,215.16,215.39,215.31,215.39,11.62417211
18692,1564650480,215.16,215.39,215.31,215.39,11.62417211
18691,1564646880,215.16,215.39,215.31,215.39,11.62417211
18690,1564643280,215.16,215.39,215.31,215.39,11.62417211
18689,1564639680,215.16,215.39,215.31,215.39,11.62417211
18688,1564636080,215.16,215.39,215.31,215.39,11.62417211
18687,1564632480,215.16,215.39,215.31,215.39,11.62417211
18686,1564628880,215.16,215.39,215.31,215.39,11.62417211
18685,1564625280,215.16,215.39,215.31,215.39,11.62417211
18684,1564621680,215.16,215.39,215.31,215.39,11.62417211
18683,1564618080,215.16,215.39,215.31,215.39,11.62417211
18682,1564614480,215.16,215.39,215.31,215.39,11.62417211
18681,1564610880,215.16,215.39,215.31,215.39,11.62417211
18680,1564607280,215.16,215.39,215.31,215.39,11.62417211
18679,1564603680,215.16,215.39,215.31,215.39,11.62417211
18678,1564600080,215.16,215.39,215.31,215.39,11.62417211
18677,1564596480,215.16,215.39,215.31,215.39,11.62417211
18676,1564592880,215.16,215.39,215.31,215.39,11.62417211
18675,1564589280,215.16,215.39,215.31,215.39,11.62417211
18674,1564585680,215.16,215.39,215.31,215.39,11.62417211
18673,1564582080,215.16,215.39,215.31,215.39,11.62417211
18672,1564578480,215.16,215.39,215.31,215.39,11.62417211
18671,1564661220,215.11,215.33,215.3,215.31,39.87462435
18670,1564657620,215.11,215.33,215.3,215.31,39.87462435
18669,1564654020,215.11,215.33,215.3,215.31,39.87462435
18668,1564650420,215.11,215.33,215.3,215.31,39.87462435
18667,1564646820,215.11,215.33,215.3,215.31,39.87462435
18666,1564643220,215.11,215.33,215.3,215.31,39.87462435
18665,1564639620,215.11,215.33,215.3,215.31,39.87462435
18664,1564636020,215.11,215.33,215.3,215.31,39.87462435
18663,1564632420,215.11,215.33,215.3,215.31,39.87462435
18662,1564628820,215.11,215.33,215.3,215.31,39.87462435
18661,1564625220,215.11,215.33,215.3,215.31,39.87462435
18660,1564621620,215.11,215.33,215.3,215.31,39.87462435
18659,1564618020,215.11,215.33,215.3,215.31,39.87462435
18658,1564614420,215.11,215.33,215.3,215.31,39.87462435
18657,1564610820,215.11,215.33,215.3,215.31,39.87462435
18656,1564607220,215.11,215.33,215.3,215.31,39.87462435
18655,1564603620,215.11,215.33,215.3,215.31,39.87462435
18654,1564600020,215.11,215.33,215.3,215.31,39.87462435
18653,1564596420,215.11,215.33,215.3,215.31,39.87462435
18652,1564592820,215.11,215.33,215.3,215.31,39.87462435
18651,1564589220,215.11,215.33,215.3,215.31,39.87462435
18650,1564585620,215.11,215.33,215.3,215.31,39.87462435
18649,1564582020,215.11,215.33,215.3,215.31,39.87462435
18648,1564578420,215.11,215.33,215.3,215.31,39.87462435
18647,1564661160,215.27,215.28,215.28,215.28,5.44908081
18646,1564657560,215.27,215.28,215.28,215.28,5.44908081
18645,1564653960,215.27,215.28,215.28,215.28,5.44908081
18644,1564650360,215.27,215.28,215.28,215.28,5.44908081
18643,1564646760,215.27,215.28,215.28,215.28,5.44908081
18642,1564643160,215.27,215.28,215.28,215.28,5.44908081
18641,1564639560,215.27,215.28,215.28,215.28,5.44908081
18640,1564635960,215.27,215.28,215.28,215.28,5.44908081
18639,1564632360,215.27,215.28,215.28,215.28,5.44908081
18638,1564628760,215.27,215.28,215.28,215.28,5.44908081
18637,1564625160,215.27,215.28,215.28,215.28,5.44908081
18636,1564621560,215.27,215.28,215.28,215.28,5.44908081
18635,1564617960,215.27,215.28,215.28,215.28,5.44908081
18634,1564614360,215.27,215.28,215.28,215.28,5.44908081
18633,1564610760,215.27,215.28,215.28,215.28,5.44908081
18632,1564607160,215.27,215.28,215.28,215.28,5.44908081
18631,1564603560,215.27,215.28,215.28,215.28,5.44908081
18630,1564599960,215.27,215.28,215.28,215.28,5.44908081
18629,1564596360,215.27,215.28,215.28,215.28,5.44908081
18628,1564592760,215.27,215.28,215.28,215.28,5.44908081
18627,1564589160,215.27,215.28,215.28,215.28,5.44908081
18626,1564585560,215.27,215.28,215.28,215.28,5.44908081
18625,1564581960,215.27,215.28,215.28,215.28,5.44908081
18624,1564578360,215.27,215.28,215.28,215.28,5.44908081
18623,1564661100,215.0,215.15,215.15,215.13,25.49265542
18622,1564657500,215.0,215.15,215.15,215.13,25.49265542
18621,1564653900,215.0,215.15,215.15,215.13,25.49265542
18620,1564650300,215.0,215.15,215.15,215.13,25.49265542
18619,1564646700,215.0,215.15,215.15,215.13,25.49265542
18618,1564643100,215.0,215.15,215.15,215.13,25.49265542
18617,1564639500,215.0,215.15,215.15,215.13,25.49265542
18616,1564635900,215.0,215.15,215.15,215.13,25.49265542
18615,1564632300,215.0,215.15,215.15,215.13,25.49265542
18614,1564628700,215.0,215.15,215.15,215.13,25.49265542
18613,1564625100,215.0,215.15,215.15,215.13,25.49265542
18612,1564621500,215.0,215.15,215.15,215.13,25.49265542
18611,1564617900,215.0,215.15,215.15,215.13,25.49265542
18610,1564614300,215.0,215.15,215.15,215.13,25.49265542
18609,1564610700,215.0,215.15,215.15,215.13,25.49265542
18608,1564607100,215.0,215.15,215.15,215.13,25.49265542
18607,1564603500,215.0,215.15,215.15,215.13,25.49265542
18606,1564599900,215.0,215.15,215.15,215.13,25.49265542
18605,1564596300,215.0,215.15,215.15,215.13,25.49265542
18604,1564592700,215.0,215.15,215.15,215.13,25.49265542
18603,1564589100,215.0,215.15,215.15,215.13,25.49265542
18602,1564585500,215.0,215.15,215.15,215.13,25.49265542
18601,1564581900,215.0,215.15,215.15,215.13,25.49265542
18600,1564578300,215.0,215.15,215.15,215.13,25.49265542
18599,1564661040,215.12,215.4,215.4,215.15,35.49380558
18598,1564657440,215.12,215.4,215.4,215.15,35.49380558
18597,1564653840,215.12,215.4,215.4,215.15,35.49380558
18596,1564650240,215.12,215.4,215.4,215.15,35.49380558
18595,1564646640,215.12,215.4,215.4,215.15,35.49380558
18594,1564643040,215.12,215.4,215.4,215.15,35.49380558
18593,1564639440,215.12,215.4,215.4,215.15,35.49380558
18592,1564635840,215.12,215.4,215.4,215.15,35.49380558
18591,1564632240,215.12,215.4,215.4,215.15,35.49380558
18590,1564628640,215.12,215.4,215.4,215.15,35.49380558
18589,1564625040,215.12,215.4,215.4,215.15,35.49380558
18588,1564621440,215.12,215.4,215.4,215.15,35.49380558
18587,1564617840,215.12,215.4,215.4,215.15,35.49380558
18586,1564614240,215.12,215.4,215.4,215.15,35.49380558
18585,1564610640,215.12,215.4,215.4,215.15,35.49380558
18584,1564607040,215.12,215.4,215.4,215.15,35.49380558
18583,1564603440,215.12,215.4,215.4,215.15,35.49380558
18582,1564599840,215.12,215.4,215.4,215.15,35.49380558
18581,1564596240,215.12,215.4,215.4,215.15,35.49380558
18580,1564592640,215.12,215.4,215.4,215.15,35.49380558
18579,1564589040,215.12,215.4,215.4,215.15,35.49380558
18578,1564585440,215.12,215.4,215.4,215.15,35.49380558
18577,1564581840,215.12,215.4,215.4,215.15,35.49380558
18576,1564578240,215.12,215.4,215.4,215.15,35.49380558
18575,1564660980,215.37,215.65,215.65,215.41,11.58920255
18574,1564657380,215.37,215.65,215.65,215.41,11.58920255
18573,1564653780,215.37,215.65,215.65,215.41,11.58920255
18572,1564650180,215.37,215.65,215.65,215.41,11.58920255
18571,1564646580,215.37,215.65,215.65,215.41,11.58920255
18570,1564642980,215.37,215.65,215.65,215.41,11.58920255
18569,1564639380,215.37,215.65,215.65,215.41,11.58920255
18568,1564635780,215.37,215.65,215.65,215.41,11.58920255
18567,1564632180,215.37,215.65,215.65,215.41,11.58920255
18566,1564628580,215.37,215.65,215.65,215.41,11.58920255
18565,1564624980,215.37,215.65,215.65,215.41,11.58920255
18564,1564621380,215.37,215.65,215.65,215.41,11.58920255
18563,1564617780,215.37,215.65,215.65,215.41,11.58920255
18562,1564614180,215.37,215.65,215.65,215.41,11.58920255
18561,1564610580,215.37,215.65,215.65,215.41,11.58920255
18560,1564606980,215.37,215.65,215.65,215.41,11.58920255
18559,1564603380,215.37,215.65,215.65,215.41,11.58920255
18558,1564599780,215.37,215.65,215.65,215.41,11.58920255
18557,1564596180,215.37,215.65,215.65,215.41,11.58920255
18556,1564592580,215.37,215.65,215.65,215.41,11.58920255
18555,1564588980,215.37,215.65,215.65,215.41,11.58920255
18554,1564585380,215.37,215.65,215.65,215.41,11.58920255
18553,1564581780,215.37,215.65,215.65,215.41,11.58920255
18552,1564578180,215.37,215.65,215.65,215.41,11.58920255
18551,1564660920,215.59,215.63,215.6,215.63,41.98816061
18550,1564657320,215.59,215.63,215.6,215.63,41.98816061
18549,1564653720,215.59,215.63,215.6,215.63,41.98816061
18548,1564650120,215.59,215.63,215.6,215.63,41.98816061
18547,1564646520,215.59,215.63,215.6,215.63,41.98816061
18546,1564642920,215.59,215.63,215.6,215.63,41.98816061
18545,1564639320,215.59,215.63,215.6,215.63,41.98816061
18544,1564635720,215.59,215.63,215.6,215.63,41.98816061
18543,1564632120,215.59,215.63,215.6,215.63,41.98816061
18542,1564628520,215.59,215.63,215.6,215.63,41.98816061
18541,1564624920,215.59,215.63,215.6,215.63,41.98816061
18540,1564621320,215.59,215.63,215.6,215.63,41.98816061
18539,1564617720,215.59,215.63,215.6,215.63,41.98816061
18538,1564614120,215.59,215.63,215.6,215.63,41.98816061
18537,1564610520,215.59,215.63,215.6,215.63,41.98816061
18536,1564606920,215.59,215.63,215.6,215.63,41.98816061
18535,1564603320,215.59,215.63,215.6,215.63,41.98816061
18534,1564599720,215.59,215.63,215.6,215.63,41.98816061
18533,1564596120,215.59,215.63,215.6,215.63,41.98816061
18532,1564592520,215.59,215.63,215.6,215.63,41.98816061
18531,1564588920,215.59,215.63,215.6,215.63,41.98816061
18530,1564585320,215.59,215.63,215.6,215.63,41.98816061
18529,1564581720,215.59,215.63,215.6,215.63,41.98816061
18528,1564578120,215.59,215.63,215.6,215.63,41.98816061
18527,1564660860,215.54,215.71,215.71,215.6,23.02900639
18526,1564657260,215.54,215.71,215.71,215.6,23.02900639
18525,1564653660,215.54,215.71,215.71,215.6,23.02900639
18524,1564650060,215.54,215.71,215.71,215.6,23.02900639
18523,1564646460,215.54,215.71,215.71,215.6,23.02900639
18522,1564642860,215.54,215.71,215.71,215.6,23.02900639
18521,1564639260,215.54,215.71,215.71,215.6,23.02900639
18520,1564635660,215.54,215.71,215.71,215.6,23.02900639
18519,1564632060,215.54,215.71,215.71,215.6,23.02900639
18518,1564628460,215.54,215.71,215.71,215.6,23.02900639
18517,1564624860,215.54,215.71,215.71,215.6,23.02900639
18516,1564621260,215.54,215.71,215.71,215.6,23.02900639
18515,1564617660,215.54,215.71,215.71,215.6,23.02900639
18514,1564614060,215.54,215.71,215.71,215.6,23.02900639
18513,1564610460,215.54,215.71,215.71,215.6,23.02900639
18512,1564606860,215.54,215.71,215.71,215.6,23.02900639
18511,1564603260,215.54,215.71,215.71,215.6,23.02900639
18510,1564599660,215.54,215.71,215.71,215.6,23.02900639
18509,1564596060,215.54,215.71,215.71,215.6,23.02900639
18508,1564592460,215.54,215.71,215.71,215.6,23.02900639
18507,1564588860,215.54,215.71,215.71,215.6,23.02900639
18506,1564585260,215.54,215.71,215.71,215.6,23.02900639
18505,1564581660,215.54,215.71,215.71,215.6,23.02900639
18504,1564578060,215.54,215.71,215.71,215.6,23.02900639
18503,1564660800,215.7,215.78,215.77,215.7,83.68865278
18502,1564657200,215.7,215.78,215.77,215.7,83.68865278
18501,1564653600,215.7,215.78,215.77,215.7,83.68865278
18500,1564650000,215.7,215.78,215.77,215.7,83.68865278
18499,1564646400,215.7,215.78,215.77,215.7,83.68865278
18498,1564642800,215.7,215.78,215.77,215.7,83.68865278
18497,1564639200,215.7,215.78,215.77,215.7,83.68865278
18496,1564635600,215.7,215.78,215.77,215.7,83.68865278
18495,1564632000,215.7,215.78,215.77,215.7,83.68865278
